ClusterID,NORM_INTENSITY1,NORM_INTENSITY2,NORM_INTENSITY3,NORM_INTENSITY4,NORM_INTENSITY5,NORM_INTENSITY6,NORM_INTENSITY7,NORM_INTENSITY8,NORM_INTENSITY9,NORM_INTENSITY10,NORM_INTENSITY11,NORM_INTENSITY12,NORM_INTENSITY13,NORM_INTENSITY14,NORM_INTENSITY15,NORM_INTENSITY16,NORM_INTENSITY17,p_value,control_mean,treatment_mean,foldchange,padj
5494,1824739389.082856,2257035241.0076184,1481853416.4082541,1976591750.6099174,1614840101.0916963,2108927956.083045,1708354819.8437238,1130535312.9607594,2122802017.271577,1885814435.1235652,893782374.4123033,1606923807.592721,925674014.9989066,1057040758.004768,785250449.3148808,1032861280.7798079,1258477460.4871519,4.238837796816313e-4,1802853333.8177164,1180728072.5892632,0.6549218677089818,0.07951558380704576
5913,84691185.14380123,84410666.22632149,128267303.19230688,302080184.89015573,270692808.93566924,87834132.80046354,169641029.15215155,81410095.1073685,203915404.13841963,131673097.1131848,0,70255812.7649608,0,417884.0308843596,2464782.9789525317,971945.6155145158,120796904.09543024,0.0012145439393883497,156993645.50962865,40822553.32486591,0.26002678765977316,0.07951558380704576
61,273035337.3282445,431519062.2976742,183782273.25528145,271382518.18390214,299150999.2482421,142682077.09052467,262972306.87475297,548571513.6246785,213348863.82240874,225541916.4774411,17838989.944267537,68404188.7484271,9211432.981870666,29071484.884689648,82453845.32844043,91882804.65049876,193394768.79508954,7.975814868254915e-4,291827216.85841215,89724928.97634059,0.30745908466746286,0.07951558380704576
64,8488866.38419082,20277420.514567867,17753484.40743937,23458503.5500372,67177312.83897927,23418254.67192845,27897243.23216867,26603999.664360996,42750054.21529652,16145595.213305963,1317908.690394264,7912816.049249383,1828679.5665516756,2507231.9572431827,4353524.105370772,1272271.789439256,12230168.424301121,0.001431150854617559,28647237.719885465,5946024.474481952,0.20756013311379487,0.07951558380704576
8973,7891854.425466672,73135378.15853037,72875157.08644702,97023072.09295382,111359518.89601544,80193010.43105476,92571373.18313387,31500789.22001221,91721820.58334889,51766521.62703616,397269.0658652232,81802717.09989458,9488122.654307056,4165407.610006691,37776.325685854055,10173113.696017679,3244054.713047021,7.529039036996814e-4,73141330.4529959,20134372.848982535,0.2752803746429229,0.07951558380704576
1439,20139690.952248886,19966427.414945964,22597797.29479021,34813671.63518997,38737965.80858981,13133508.113194874,26144392.71571411,20097985.884408854,31896484.44558766,19365290.564234875,5598652.560281984,21546114.259962402,499834.841309741,3893870.0185251604,265554.61382203986,3525207.3192175273,19429474.81613431,0.0016535005263454668,25280880.47385226,9265499.874186005,0.3665022618088485,0.08708436105419458
16765,115793116.4557405,102662633.44979268,93899252.3765775,126278185.39284456,45999045.10326326,186470904.23904333,85961246.68130578,48157257.05851937,53880395.72133852,88278637.34360458,902202.1483185828,61997117.4596049,667739.2223449176,2526514.803369733,472058.3768981533,16691762.710313445,67030299.19616154,0.0019737304907323674,95455781.83093616,29820791.407576982,0.31240424451599214,0.08909983358163259
57,67529261.9874921,77287260.51979461,55955234.263163015,67297572.85628411,63310046.61125324,56775904.339904286,45541322.14703377,25312206.96913179,75073737.92987753,46752272.107232,6614636.833732519,49217001.06989438,6870518.880387068,5666602.3353084065,6204603.399278583,7887023.962233119,48483281.828142196,0.0018712326213651937,59342505.291548274,22211992.552026033,0.37430156416381577,0.08909983358163259
6830,18735930.27208018,141784221.8412803,113931318.65199423,157634068.67172113,59837698.91271474,132623976.15155594,85669226.53773877,70335406.01106742,81504867.25403309,130189566.78627212,11919990.16405575,49756023.84424131,62422281.75860456,21488187.22078941,32258545.02981369,77868353.84164056,83571688.23901568,0.0018859734432939718,95784079.36713175,58684329.61055414,0.6126731080811706,0.08909983358163259
9451,648194373.7981068,754955585.5514685,682991872.7788241,660213424.3670739,650234132.8493742,792532873.2187537,636872173.8398982,755476293.8131105,543280545.1842214,666547948.1017617,535931749.6883696,477820568.11703426,555422887.6031665,439101871.21177423,408918880.75339365,434554823.01294184,684279181.1852341,0.0019134626710339971,680527919.4889812,525322238.70920944,0.7719334117896028,0.08909983358163259
14346,364910479.7905615,298942030.44138145,369676870.03287584,440176848.04428124,222391248.17289448,329583645.4966728,317582853.74848944,349523178.01790637,261350393.64500946,323273115.6915766,342070475.83074063,1221612364.273554,843538543.9732658,1055358359.308795,969932012.944599,783804683.4315207,1296252047.97901,0.00216843597066408,328237505.2655636,854480200.4291327,2.6032375542758515,0.08959258040773649
18968,40747253.67040188,43376757.08079888,43068073.83381682,58806090.97031083,100716659.72364028,62655294.44769161,57954700.9741032,34212231.6741899,49361079.94059187,49666275.68038229,6049926.084859844,31882985.580628064,24713747.773920767,38077167.80300045,18026103.11592541,33185790.59398786,32769259.46946676,0.002116702309873155,54544238.035060585,29296407.01277143,0.5371127742941416,0.08959258040773649
7025,554986202.8726431,949216451.3139523,617294343.3185613,450646966.57463413,466043038.33257747,846493644.1863337,489885842.23396736,407315889.1764116,311660630.22336215,478429521.1731204,92384670.63393877,126491869.09616591,99965812.25745223,107380505.36955658,366235243.5694515,313981784.37037444,442565461.897713,0.002197286386582145,565949223.1369381,253429358.5459716,0.44779522293760865,0.08959258040773649
10097,17813304.54966519,54945655.98869534,36666623.38109767,86151037.01638384,70235574.42544672,12937281.807052752,61360466.8433211,10920285.878598047,33670621.873320915,54788395.14053102,3657964.484079396,25643577.308927648,6492244.059516825,6827601.469513182,7204629.723419245,3840658.5602955855,27600391.73233113,0.0029828150415820817,42744539.0848424,17006932.809826754,0.39787381438527586,0.10312316102796905
1451,95763491.90591657,618583224.2144161,615750987.3289042,776890402.3070765,855161054.3916587,10620154.016052226,485839215.73292077,204192683.13794187,646142737.4009732,127712137.37395836,35369441.135819316,154849528.83776838,70023133.77750781,30303030.37123805,107584482.80308205,55652004.15626608,95275189.39891425,0.003544940875938781,478771550.0484289,84596118.48181929,0.17669412159778958,0.10312316102796905
15951,25478736.442127045,21912638.518676553,31330938.787320606,30216170.979150623,14633572.917473096,55029030.2922693,22785893.625286307,8556114.540896224,16053428.052405136,29539215.074930947,272494.8030801718,7841171.8595942855,5201765.123217192,467897.3177345297,1819401.892216876,2645703.1900595888,23735975.01416571,0.0032742113621891875,25110724.90617832,8940453.034374913,0.35604121616477813,0.10312316102796905
3180,9530488.721454596,37398566.868731365,27811295.418800488,58178363.35599265,17593089.450340122,10600014.24036321,26627751.22436766,4212720.630426917,22731821.157104436,28750201.35662529,29759.697649847913,16437275.222095363,246765.36212833092,1535787.1934472756,73628.32700890304,307119.7185412793,9277887.651690356,0.0028062302936095068,23853790.11862016,7082303.06614833,0.29690472796689515,0.10312316102796905
4105,78854718.58491747,56040120.76999744,39751464.5256918,40230900.62507604,80668169.67162107,14993957.307615405,80379450.14261615,44052955.15439377,35222753.492279,63126332.389025874,96150573.15859702,49011724.1956594,101754966.26441038,116131990.70941018,162781017.00763983,125739745.7109442,107824977.72716552,0.003129289052913171,52243832.25268979,102815165.89535655,1.96798667827556,0.10312316102796905
4756,5662981.451441023,3608350.2951152995,2896129.642966902,799613.0037300526,4845183.431202923,3101317.355272617,2934707.161681284,2561558.0244982024,1827403.223284604,2528762.9184411955,482653.54587848304,1731721.788967425,495966.82264410635,218193.3306927687,376691.7722808152,351447.1524952614,2858544.8563532885,0.003544381792945961,3137471.509910323,1130497.773469168,0.36032128734819346,0.10312316102796905
500,5035488.387328593,735699119.3873429,289555050.125025,505471970.2719517,519425111.7418257,6884812.826969741,636566245.1877095,317690871.3245665,912181263.9498509,17005896.688046362,630656.143706127,8864521.382097155,9889411.345833126,20613310.70187441,21840098.048536934,28600952.65671312,6804344.55200165,0.003354649232849327,436501103.6891745,14281148.93985111,0.03271732607123141,0.10312316102796905
538,5111809.395329551,15138525.169116711,10987464.500929046,21448996.8971928,21910726.38204681,21253700.351542495,2011032.2879466424,15187945.377389453,20564619.75568729,5893534.629423333,3763286.427259906,3923490.0756818913,5529800.43806119,3719631.219357853,8210377.937326831,6087239.2549379375,3728022.330961477,0.0033089414568386226,14846091.124131199,5106922.789126302,0.343991071213714,0.10312316102796905
5597,214076895.2834874,246288439.50557443,229162690.6806289,284160439.0956689,322308506.5037445,230697773.6546362,288832590.4434913,94532520.90832932,358461503.1140352,200869468.05699816,642832.6581415416,257901027.3233512,7630275.370430294,1351972.8019077186,10591012.669915237,14225531.551671734,192153512.06066597,0.0034689717291588374,252057928.798844,85670704.06163523,0.33988497989287664,0.10312316102796905
7839,22117264.56167641,17263974.44466169,7474808.9708620645,12451054.403297849,17280365.56433186,12780793.759495243,12782609.197329435,25510095.463866584,4386713.856702784,12637823.271090278,15492126.47640235,40074235.173141696,43509391.384872384,29602398.191675134,21763400.078845125,27208632.938992146,30609927.932953503,0.0035897302889482895,14671964.46913599,27612241.93099658,1.8819730642806431,0.10312316102796905
8510,206183095.28810054,154913393.5775959,196520415.4945831,204119388.82088685,201027273.20919338,222414142.56387344,309989693.0766885,179043683.94340187,193834019.25451508,259114212.996151,267792692.92618346,317782633.17879534,256287273.3942274,332430793.7443977,242340077.02850226,347478133.8132024,281290333.9658702,0.0027945144200231674,207560567.24764875,288064518.88091624,1.3878576393425204,0.10312316102796905
8553,23498988.974895284,17288265.572435904,20079241.14214997,24613899.586778447,24110347.641431537,24421561.837569926,22247946.81853846,21688950.29643341,26556705.730163574,17083542.99112822,3364248.5584530598,7289386.2064729,13336587.892617308,7528163.065068002,16483522.144132167,15929221.377393477,19309931.48881404,0.0028204540156874028,22722878.622266278,12540575.465509897,0.5518920236286134,0.10312316102796905
8929,6115702.433762145,6739459.699429793,7410608.792035144,4209604.173994308,4133681.745102998,5195666.43889507,430773.5279133779,2150636.5809481544,5390150.616602296,1498660.1597851163,185414.2975090176,325182.2801989906,244194.4042103636,686272.6685125706,182998.48060260346,1468829.9451055177,2921286.200931153,0.003162710285992582,4641809.334298143,939104.8046069166,0.20231438582966105,0.10312316102796905
7145,46603893.69128184,42004012.94159018,88660820.34656984,93762025.14878877,39521908.809600025,133893472.64955872,53959049.03377189,55840601.860891595,22317524.66771235,36127441.04600707,73101.18520531504,33766230.02018167,227673.17328615152,34904.038241691305,28910.243351643658,1201873.2622312445,53813785.481712446,0.004010374893996639,64062589.90552947,15659239.806277154,0.24443657100609273,0.11264697480026113
19168,82499279.41117363,64077327.08200635,91296993.41038641,78126985.09047057,172972387.66627732,52768308.387300424,138073212.00782445,12386568.311749421,135454443.66570723,60851076.22648105,255990.4729207221,64355486.32929105,2342302.7470270833,1803768.4901795224,9649204.972977156,4178988.3491934612,59192846.371467,0.004143298734578775,91961722.78143287,25328707.994942132,0.2754266365272576,0.11385064348929504
10882,120080269.46821646,64774890.146110125,57040778.60777407,83570305.87136793,61379558.57607692,63840061.48475016,55345557.953547776,11235367.432351243,72274410.9727041,64122903.9348858,151523735.89471924,101357534.64981169,67892939.26155365,72686448.52930051,115401513.21455596,117053989.94515172,110656262.14644708,0.0044115575989568095,65504577.83476653,100086915.94705321,1.5279377297800416,0.11731683423513953
19298,27403875.994849812,29139126.95386669,30446737.203909002,28280947.418679945,47852952.22890056,31017259.018677197,40446443.03386847,34247788.95647591,52517371.39953815,77423805.4603648,9627727.815940645,25946607.2431778,16405019.826437721,15879249.20627467,25525139.165064357,25244930.963285137,23675533.12996678,0.00445506965449897,35705833.57875175,27466001.60131399,0.7692300906723204,0.11731683423513953
8554,4611389935.245429,5295455577.546098,4615121434.73653,3549520185.31472,1781270490.141887,4738764933.6041975,2647645831.267126,3475153437.0796933,2010665493.5868726,3755677824.922196,1839733237.729572,2969410735.862305,1237460359.5844808,641870327.6855341,1028787416.7028933,1192825466.870796,3061539775.5460443,0.004710418745319611,3636109702.0580616,1965913143.1129777,0.54066386995977,0.12150957743028547
17828,50057552.27329049,56733621.94014257,46924228.34235129,66683397.00890339,53749306.75908479,64110916.3108212,23007373.694375344,25588656.780416578,25358563.145483375,61479852.27943726,13820367.821395548,40667075.44918679,18642629.798087597,3907461.635115337,15874500.027611518,14551112.13526939,38427364.04560694,0.0048263545000523725,45801512.91720767,25921295.398963798,0.5659484534019649,0.12201024176132398
19315,69907633.662489,15571663.055463344,13929672.0573912,6212859.9596475735,16801344.747153375,15009455.068235133,5571060.537649107,7271192.206508909,3901870.166367762,56569580.841138646,16971333.949731544,56412390.92028116,32297928.61508587,46721077.72910706,38968240.89452272,50495686.780755095,72665894.40854084,0.005138964692103765,17130750.162322823,46387766.76739537,2.7078654657762797,0.12342423791656194
7540,788926130.241091,618799760.4080257,661936397.2216527,698810894.1956779,443653494.1885781,718306470.3426507,550340661.06638515,453104641.3955163,454134951.7423903,444619448.79912555,243182256.0784969,425818928.422739,380209319.33229524,236626076.54943916,378472846.7116607,374223178.0903955,557875653.5731741,0.005154539302208689,598668155.6446631,380128463.4446658,0.6349568786322575,0.12342423791656194
8948,509009277.08550173,310093082.2827509,380196016.71545434,429904690.41002655,574997781.3529351,247361073.02961117,331089111.44562817,603156199.0735009,541557209.5434917,574399750.6294715,163185415.56080654,342395892.9576758,322686826.46302116,219956135.78034183,204113285.5848984,367029311.14982796,234879375.19591868,0.005175225165805208,436373826.77098894,303580749.16524523,0.6956896370518708,0.12342423791656194
20035,8418294.323433748,6633390.833239705,11326370.204665788,7469699.078697139,13443383.492909793,10398363.531962767,8635709.77043616,4823516.906546651,6548951.505856083,4868595.899194311,792854.5007995513,7110931.785548303,536940.6396032923,2359176.1565273926,5520267.403277004,716577.8944011026,6291782.252194006,0.005278781937505582,8633075.516416427,3524640.8164431206,0.40827174623235457,0.12356259942605659
12562,46116479.88849274,9861652.286442235,25596002.510472387,46139286.75910093,25167542.917710505,4514663.602245767,26594477.912561804,36710609.44478245,33696376.60771625,25187889.24110123,3463792.9678198616,20812602.363830075,6464175.817152173,11934354.826155694,7914552.145961103,11766277.375288056,6586036.106573322,0.005772187845758201,28266343.547725007,11766210.10548519,0.41626219130957187,0.12729326546560996
15596,3677709753.045628,3406090343.6451087,4097619110.2684784,3008162714.5748043,964355455.246262,5699770231.309281,2410128167.124702,2431163436.2409124,1397336115.0517156,3499185000.848865,574030934.2226074,1930062803.0615778,1160679600.304128,565489428.7587899,900651237.7807205,561525084.3990774,2407017651.1832685,0.005766629412996583,3010259480.722988,1449830217.5698793,0.48162964915624706,0.12729326546560996
6533,42428018.842960656,29020309.9911524,37592618.65078643,33895423.72078771,29743633.091040492,42745560.821862,93371999.44351958,72180194.08496141,22691548.68041323,134208675.14554976,348430183.6498022,161073640.46425667,394965567.30999184,590330215.2817264,255124807.40548593,389985782.4143741,84127822.20248099,0.005699447926648983,44852145.258609325,294780836.73420846,6.572279542807946,0.12729326546560996
7264,8851247.210335428,4540508.184493634,10213736.269504229,10864362.687679494,23462660.32402497,11811782.663053317,11948300.750339147,8675110.217428587,14035009.222781407,12608940.52100967,6109854.593210103,8283479.666411744,15132.744805634675,336548.5865333508,4048515.5223960825,4346798.6897933455,10373230.90793164,0.005945751420216359,11600301.947737802,5765312.654011447,0.4969967747378983,0.12729326546560996
7348,4444542.279896576,5899829.087371475,7195441.290833665,9043013.402217792,4211706.881288203,6940205.347771235,9216867.694515388,3789146.618801882,11213316.465096483,8114762.316234428,30670673.832673214,11557757.498844242,13954734.195822883,33598172.20515727,38564134.119996324,29934004.089109022,13512353.27722688,0.006042401841721992,6883785.451976967,22488323.941883035,3.2668542764395094,0.12729326546560996
7463,95301260.75444712,88623562.75206068,100594197.59494525,190232963.6703026,136597279.10762903,74621059.08520322,106090128.80127218,15505788.75467876,114976747.51934911,84294013.55469711,25555076.253291573,72369937.94120654,9584346.820422929,9698854.580951812,19571439.079123616,27791648.07234259,91370482.25812982,0.005896367330327931,102504776.44887644,42529474.82002075,0.41490237131761404,0.12729326546560996
1180,137999723.18538368,83044913.0142289,54815607.45844791,177185605.4922857,105818506.99218841,90118024.89058873,99177456.49010815,141023442.19904485,80346082.77705301,6584180.758317968,1251893.6854524366,87437996.29814446,9717218.282065243,788792.9469970823,12943822.638441456,9851924.946139961,63160511.18601158,0.00626233208373235,107725484.7221477,23967042.59269627,0.22248256904588143,0.1287474287296124
14089,31421262.218304753,35624737.968485124,45632746.60319853,40939139.3378599,54376016.430297464,50392988.63682631,73993531.56288113,50298699.555940494,64638052.04309155,54765242.54978463,19740360.214133713,48526411.44016729,37332220.87629839,42154237.19713776,19070394.655494105,35768279.34680437,34939686.624503024,0.006315142864901874,49701908.261876136,36537104.11304041,0.7351247746973572,0.1287474287296124
12762,214851916.50202486,183882545.0344821,315151602.68489504,90257418.4298897,181155653.96351516,204681061.0777052,253475411.36513683,214821321.8552233,200424241.26927346,286639400.39636475,83603094.754165,142989144.4340885,145414374.06493208,47799994.63162208,140217581.54726347,173293088.84463552,153199200.01767075,0.006723337784410661,206522352.46468285,146644484.83634278,0.7100659230647699,0.13013414277110694
13387,12526293.54132646,18801992.404069006,27694860.33713699,67930293.48014085,59977857.588456795,12568925.912277399,46742141.71657304,9559731.818251982,44483001.27429663,28101068.894203693,9821934.763665758,17512468.461312532,1691832.2200051039,4054342.5560290474,8686433.652905826,3861945.752584777,23674511.84601741,0.006801990979920893,33365010.896947682,12175567.268340519,0.3649202245414034,0.13013414277110694
14428,102024910.77356675,1215407885.547892,1103436988.1502414,1169012040.0297072,2174137869.785237,1039152026.5019481,2746224738.3504195,127180851.13423939,2142751829.768971,110770104.94695866,82873728.89415395,676725567.5048859,148336788.22437847,288010524.8982321,181979431.97520924,159752176.13714445,79120974.30903615,0.006721755026288981,1313258793.3380246,215946162.11124986,0.16443534450841987,0.13013414277110694
4496,33934354.6089148,33255604.295295585,20633558.32293122,47477516.18354085,64098201.34468411,21925358.942615762,46597704.76989581,16686908.713760484,45874623.86071994,38702483.649589196,4380570.867756025,28348590.955786683,8032134.242793935,17691742.14074318,14232296.495647354,3648646.5022942857,33561062.86484736,0.006897933200683675,36720425.67137317,18574690.96493225,0.50584083995009,0.13013414277110694
677,47653386.05046627,17884423.073945336,17496937.34933264,40429315.813755706,36202284.458423086,38255306.18363216,21147939.65507774,14505082.095367419,48022057.91688697,32905642.73160617,55449749.829835415,41256566.885601,55734427.919989884,74995955.24101907,38798238.36110655,51334460.37751178,37009883.07524145,0.006524919199867308,31288525.84409859,48435615.55273891,1.5480312429572158,0.13013414277110694
2641,25099017.582297835,226515633.18259433,80765397.88694145,190754930.15156654,270452222.9340465,209110454.98723286,295658294.63240373,45212220.05010295,360580018.84224606,37717173.6886003,40428807.57967114,66802155.39966026,37487965.14154875,70897140.36953428,74834992.09987098,31283362.630427346,58588767.38351908,0.007068067213813625,189349798.9166036,52255045.53660402,0.2759709586996657,0.131284986306375
8447,51096996.47890575,2034136.2494962343,34138362.19531455,69725248.31703041,110141303.59256776,46624774.884617195,92159440.26671734,66306649.35927737,98360258.14160724,35583171.06309854,1371420.6640393012,41465235.84833849,9827856.018283226,26311590.593474198,623522.0265481592,7063153.09517982,40454339.91081562,0.007166664600585345,63398574.38728154,20337536.15247217,0.32078854057879425,0.131284986306375
14538,48690808339.46901,52776642020.80403,43131413569.39848,48940164870.052704,20184359818.51882,57562878365.76018,36705917207.34735,28797541419.474876,28647330424.38622,42168549686.53368,21606882502.654854,35834525542.79765,26856936967.40192,11364004742.111906,10589385577.428898,10646701935.054653,33890116632.364384,0.007551159012140506,40604117337.24574,24119637948.293495,0.5940195115673355,0.13174055863062073
3849,6427672.182513595,4657219.813387342,19449427.18125627,12913651.13917478,32733308.169062223,20206852.442596976,78167476.17579308,18627646.828808602,57562904.27027708,75066567.07645464,355301090.355853,131938570.68026187,197842206.04759467,338528388.4044647,205945134.27075762,209359724.2518404,15695414.418199606,0.007410456885577667,27860684.24476333,191209636.93817833,6.863063206142108,0.13174055863062073
7128,34193147.11079273,63053097.434722416,44137892.667552315,60969060.18662633,31023889.101920146,46364110.7803954,80829180.09545152,73457700.39314051,61994015.857728474,64627361.92783792,9569827.135799997,26702162.76531308,29285764.792677566,41962523.47554506,45310562.21115941,38678190.567286015,52895809.143603094,0.007343397830599757,55113565.95870332,38629025.25240277,0.7008986731387977,0.13174055863062073
9544,62692152.63332011,112779026.17318174,63838594.551609516,287596692.8737163,229007575.4326531,125264362.44497097,122627124.07274224,329671021.5687142,221010789.13813058,92193144.89940634,37015297.20248229,88042861.15165712,47548424.35065483,32049916.682925247,60911753.57078017,88393078.36871988,106076706.95357141,0.007608434161420341,172720815.4321154,69028897.89752465,0.39965592870104955,0.13174055863062073
